3134,Heartbreaker,Pascal Chaumeil,330,13,English,"Comedy, Romance","Charming, funny and effortlessly cool, Alex (Duris) is a professional heartbreaker who for a fee can turn any husband, fiancé or boyfriend into an ex. Alex has one ironclad rule: He only breaks up couples where the woman is unhappy. His latest job will put that rule to the test. The target is Juliette, a beautiful heiress who is set to marry the man of her dreams. With ten days until the wedding, Alex has been hired by her father to carry out his most daring seduction yet that risks him being caught by his ruthless personal creditors, angry exes, and the beautiful and independent Juliette herself. But worst of all, will he discover to his own cost that when it comes to love, the perfect plan doesn't exist? This fall no one will be able to resist Heartbreaker. (IFC Films)"
3135,Hairspray,John Waters,330,13,English,"Comedy, Romance, Music","In Hairspray, Tracy Turnblad uses her huge hair, big grin and great moves to become the queen of the local TV dance revue, using her newfound popularity to fight for integration in 1962's Baltimore. [New Line Cinema]"
3136,When Do We Eat?,Salvador Litvak,330,13,English,Comedy,"When Do We Eat? is the story of the world's fastest Passover Seder that is anything but. On this night, secrets will be revealed, fantasies fulfilled, barriers broken down and some food might be consumed.  (ThinkFilm)"
3137,Pariah,Dee Rees,330,14,English,Drama,"Adepero Oduye, who had earlier starred in the short film, portrays Alike (pronounced ah-lee-kay), a 17-year-old African-American woman who lives with her parents Audrey and Arthur and younger sister Sharonda in Brooklyn’s Fort Greene neighborhood. She has a flair for poetry, and is a good student at her local high school.
Alike is quietly but firmly embracing her identity as a lesbian. With the sometimes boisterous support of her best friend, out lesbian Laura, Alike is especially eager to find a girlfriend. At home, her parents’ marriage is strained and there is further tension in the household whenever Alike’s development becomes a topic of discussion. Pressed by her mother into making the acquaintance of a colleague’s daughter, Bina, Alike finds Bina to be unexpectedly refreshing to socialize with. Wondering how much she can confide in her family, Alike strives to get through adolescence with grace, humor, and tenacity – sometimes succeeding, sometimes not, but always moving forward. (Focus Features)"
3138,Cropsey,Barbara Brancaccio,330,14,English,"Horror, Documentary","Realizing the urban legend of their youth has actually come true, two filmmakers delve into the mystery behind five missing children and the real-life boogeyman linked to their disappearance in their hometown of Staten Island, New York. (Cinema Purgatorio)"
3139,Intermission,John Crowley,330,14,English,"Drama, Thriller, Comedy, Crime","A raucous story of the interweaving lives and loves of small-town delinquents, shady cops, pretty good girls and very (very) bad boys.  With Irish guts and grit, lives collide, preconceptions shatter and romance is tested to the extreme.  (IFC Films)"
3140,Drowning Mona,Nick Gomez,330,14,English,"Mystery, Comedy, Crime","When a woman named Mona (Midler) drives her son's car into the river to her death, everyone in town becomes a potential suspect."
3141,Made,Jon Favreau,330,14,English,"Drama, Thriller, Comedy, Crime","Reunited for the first time since their hit ""Swingers,"" Jon Favreau and Vince Vaughn co-star in a comedy about two hapless best friends who are plunged headlong into the world of organized crime.  (Artisan Entertainment)"
3142,All the Pretty Horses,Billy Bob Thornton,330,14,English,"Drama, Romance, Western","A sweeping odyssey about a young man's (Damon) encounters with responsibility, love, revenge and survival.  (Miramax Films)"
3143,Nothing But the Truth,Rod Lurie,330,14,English,"Drama, Thriller","Inspired by today’s politically charged climate, Nothing But the Truth is about Washington, DC political journalist Rachel Armstrong, who writes an explosive story about a government scandal in which she reveals the name of a covert CIA agent. When a special government prosecutor demands she divulge her source, she refuses and finds herself behind bars, struggling to defend the principles she has based her career upon. (Yari Film Group)"
3144,The TV Set,Jake Kasdan,330,14,English,"Drama, Comedy","A hair-raising comedy of art and compromise, The  TV Set follows an idealistic writer (Duchovny) as he tries to navigate his TV pilot down the mine-laden path from script through production to the madness of prime-time scheduling -- all while trying to stay true to his vision. Along the way he has to juggle the agendas of a headstrong network president (Weaver), volatile young stars, a pregnant wife and an
ever-optimistic personal manager.  (ThinkFilm)"
3145,Dominion: Prequel to the Exorcist,Paul Schrader,330,14,English,"Thriller, Horror","Paul Schrader's version of the prequel, before it was remade by Renny Harlin and released as ""Exorcist: The Beginning."""
3146,Don't Move,Sergio Castellitto,330,14,Italian,"Drama, Romance",A destitute woman (Penelope Cruz) becomes involved with an upper-crust physician (Sergio Castellitto).
3147,Countdown to Zero,Lucy Walker,330,15,English,Documentary,"Countdown to Zero traces the history of the atomic bomb from its origins to the present state of global affairs: nine nations possessing nuclear weapons capabilities with others racing to join them, with the world held in a delicate balance that could be shattered by an act of terrorism, failed diplomacy, or a simple accident. Written and directed by acclaimed documentarian Lucy Walker, the film features an array of important international statesmen, including President Jimmy Carter, Mikhail Gorbachev, Pervez Musharraf and Tony Blair. It makes a compelling case for worldwide nuclear disarmament, an issue more topical than ever with the Obama administration working to revive this goal today. (Magnolia Pictures)"
3148,The Hunting Party,Richard Shepard,330,15,English,"Adventure, Drama, Thriller, Comedy, War","TV News reporter Simon Hunt and cameraman Duck have worked in the world's hottest war zones: from Bosnia to Iraq, from Somalia to El Salvador. Together they have dodged bullets, filed incisive reports and collected Emmy awards. Then one terrible day in a Bosnian village everything changes. During a live broadcast on national television, Simon has a meltdown. After that, Duck is promoted and Simon just disappears.  Five years later Duck returns to Sarajevo with rookie reporter Benjamin to cover the fifth anniversary of the end of the war. Simon shows up, a ghost from the past, with the promise of a world exclusive. He convinces Duck that he knows the whereabouts of Bosnia’s most wanted war criminal “The Fox.” Armed with only spurious information Simon, Duck and Benjamin embark on a dark and dangerous mission that takes them deep into hostile territory. (The Weinstein Company)"
3149,The Girl Next Door,Gregory Wilson,330,18,English,"Drama, Thriller, Horror, Crime","Based on the best-selling novel by Jack Ketchum, this film deals with the fictionalized account of the 1965 true story of Sylvia Likens's brutal torture, rape and abuse in the basement of a family member's Indiana home. (Moderncine)"
3150,Deadgirl,Gadi Harel,330,21,English,"Thriller, Horror","In a forgotten room of an abandoned asylum, tow teenagers make a shocking discovery that threatens their friendship as well as their lives – a beautiful woman tied to a bed. After closer examination, though, they find this woman isn’t exactly what she first appeared to be. (Hollywoodmade)"
3151,Charlie Countryman,Fredrik Bond,330,22,English,"Action, Drama, Thriller, Comedy, Romance","When his late mother appears in a vision and tells him to go to Bucharest, Charlie (Shia LaBeouf) immediately boards a plane across the Atlantic. But when he meets a fellow passenger, Charlie finds himself with another promise to fulfill."
3152,Terri,Azazel Jacobs,330,23,English,Comedy,"Having been abandoned by his parents to an ailing uncle, Terri, is mercilessly teased by his peers and garners even more unwanted attention from school authorities by coming to school still wearing pajamas – when he decides to show up at all. Resigned to his outsider status, Terri is surprised when his tough-talking vice principal, Mr. Fitzgerald, takes an interest in him. Although his efforts are sometimes clumsy and occasionally dubiously professional, he genuinely wants to help him through this tough time. Under Fitzgerald's tutelage, Terri befriends a pair of fellow misfits, Chad, an edgy loner whose rebellion masks his own insecurities, and Heather, a sexually precocious girl whose beauty proves to be a trap of its own. The three teenagers, so different on the surface, but all outcasts in the unforgiving high school hierarchy, find an unexpected, imperfect bond that reflects the tenuousness, poignance and pathos of the adolescent experience. (ATO Pictures)"
3153,Take the Lead,Liz Friedlander,330,24,English,"Drama, Music","Take the Lead is a drama inspired by the true story of Pierre Dulaine, an inspirational Manhattan dance teacher and competitor who volunteers his time to teach ballroom dancing to a diverse group of New York inner-city high school students serving detention.  (New Line Cinema)"
3154,C.S.A.: The Confederate States of America,Kevin Willmott,330,24,English,"Drama, Comedy","CSA: The Confederate States of America, through the eyes of a faux documentary, takes a look at an America where the South won the Civil War. Supposedly produced by a British broadcasting company, the feature film is presented as a production being shown, controversially, for the first time on television in the States.  (IFC Films)"
3155,The Awakening,Nick Murphy,330,27,English,"Thriller, Horror","Set in London in 1921, Florence Cathcart, author of the popular book ""Seeing Through Ghosts,"" has devoted her career to exposing claims of the supernatural as nothing but hoaxes. Haunted by the recent death of her fiance, she is approached by Robert Mallory to investigate the recent death of a student at the all-boys boarding school where he teaches. When students at the school report sightings of the young boy's ghost, she decides to take on the case. Initially, the mystery surrounding the ghost appears nothing more than a schoolboy prank, but as Florence continues to investigate events at the school, she begins to believe that her reliance on science may not be enough to explain the strange phenomenon going on around her. (Cohen Media Group)"
3156,Small Time Crooks,Woody Allen,330,27,English,"Comedy, Crime","A dumb crook, his wife and their gang of misfits strike it really big when a botched bank job's cover business becomes a spectacular success."
3157,Harsh Times,David Ayer,330,28,English,"Drama, Thriller, Crime","From the writer of ""Training Day,"" Harsh Times is a gritty look at friendship, loyalty and ambition on the extremely rough streets of south central Los Angeles.  (MGM)"
3158,Kevin Hart: Let Me Explain,Leslie Small,330,29,English,"Comedy, Documentary","Filmed at a sold-out performance at Madison Square Garden, comedian Kevin Hart delivers material from his 2012 ""Let Me Explain"" concert tour."
3159,Joyful Noise,Todd Graff,330,30,English,"Comedy, Music","Joyful Noise is a funny and inspirational story of music, hope, love and renewal. The small town of Pacashau, Georgia, has fallen on hard times, but the people are counting on the Divinity Church Choir to lift their spirits by winning the National Joyful Noise Competition. The choir has always known how to sing in harmony, but the discord between its two leading ladies now threatens to tear them apart. Their newly appointed director, Vi Rose Hill, stubbornly wants to stick with their tried-and-true traditional style, while the fiery G.G. Sparrow thinks tried-and-true translates to tired-and-old. Shaking things up even more is the arrival of G.G.'s rebellious grandson, Randy. Randy has an ear for music, but he also has an eye for Vi Rose's beautiful and talented daughter, Olivia, and the sparks between the two teenagers are causing even more friction between G.G. and Vi Rose. If these two strong-willed women can put aside their differences for the good of the people in their town, they--and their choir--may make the most joyful noise of all. (Warner Bros. Pictures)"
3160,The Nutty Professor,Tom Shadyac,330,31,English,"Sci-Fi, Comedy, Romance","Eddie Murphy stars as Dr. Sherman Klump, a kind, 'calorically challenged' genetics professor who longs to shed his 400-pound frame in order to win the heart of beautiful Jada Pinkett. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up, plumped-down Don Juan. Can Sherman stop his buff alter ego before it's too late, or will Buddy have the last laugh?   (Universal)"
3161,Duplex,Danny DeVito,330,31,English,Comedy,"When a young New York couple (Stiller, Barrymore) settle into their first home, they find that it comes with one feature they didn't expect: an upstairs, rent-controlled tenant who is not what they anticipated.  (Miramax)"
3162,The Pledge,Sean Penn,330,31,English,"Drama, Mystery, Thriller, Crime","Academy Award-winner Jack Nicholson stars as Jerry Black, a Nevada homicide detective who volunteers for one final investigation on the eve of his retirement.  He offers his expertise at a compromised crime scene and ends up making a promise to the young victim's mother that will change his life forever.   (Warner Brothers)"
3163,Brick Mansions,Camille Delamarre,330,32,English,"Action, Drama, Crime","In a dystopian Detroit, abandoned brick mansions left from better times now house only the most dangerous criminals. Unable to control the crime, the  police constructed a colossal containment wall around this area to protect the rest of the city.  For undercover cop Damien Collier (Paul Walker) every day is a battle against corruption.  For Lino (David Belle), every day is a fight to live an honest life. Their paths never should have crossed, but when drug kingpin, Tremaine (RZA) kidnaps Lino’s girlfriend, Damien reluctantly accepts the help of the fearless ex-convict, and together they must stop a sinister plot to devastate the entire city."
3164,Jimmy Neutron: Boy Genius,John A. Davis,330,33,English,"Adventure, Sci-Fi, Comedy, Animation, Family","The inter-stellar saga of a super-intelligent pre-teen boy inventor and his robot dog Goddard.  Together they undertake a daring rescue mission, battle evil aliens, save the Earth, and, perhaps most importantly, return home in time for dinner.  (Paramount Pictures)"
3165,The Deep End,David Siegel,330,34,English,"Drama, Mystery, Thriller, Crime","A story of a mother's relationship with her son as she struggles desperately to cope with a crisis that threatens to envelop her entire world. In the classical tradition of the American film melodrama, The Deep End explores the depths of familial love, the boundaries of communication, and the quiet lonely beauty of self-sacrifice.  (i5 Films)"
3166,Ella Enchanted,Tommy O'Haver,330,38,English,"Fantasy, Comedy, Romance, Family","A fairy Godmother granted Ella (Hathaway) the gift -- and curse -- of obedience at her birth.  As a result of this unfortunate circumstance, Ella cannot refuse any command, and is often left at the mercy of unscrupulous personalities.  In a bid to regain control of her life, Ella goes on a quest to free herself from this mysterious curse.  (Miramax)"
3167,The Ward,John Carpenter,330,40,English,"Thriller, Horror","In The Ward, Kristen, early 20’s, wakes to find herself bruised, cut, drugged and held against her will in a remote ward of a psychiatric hospital. She is disoriented and has no idea why she was brought to this place. The other patients in the ward, four equally troubled girls, offer no answers and Kristen quickly realizes things are not as they seem. At night, she becomes aware of a ghostly presence. It appears they are not alone. One-by-one the other girls begin to disappear and Kristen must find a way out of this hellish place before the ghost comes for her too. As she struggles to escape, she will uncover a truth far more dangerous and horrifying than anyone could have imagined. (FilmNation Entertainment)"
3168,The Sum of All Fears,Phil Alden Robinson,330,40,English,"Action, Drama, Thriller",Ben Affleck stars as Tom Clancy's Jack Ryan in this thriller about European neo-Nazi terrorists who acquire a nuclear device that they plan to use at the Super Bowl.
3169,You Will Meet a Tall Dark Stranger,Woody Allen,330,41,English,"Comedy, Romance","Follows a pair of married couples, Alfie and Helena, and their daughter Sally and husband Roy, as their passions, ambitions, and anxieties lead them into trouble and out of their minds. After Alfie leaves Helena to pursue his lost youth and a free-spirited call girl named Charmaine, Helena abandons rationality and surrenders her life to the loopy advice of a charlatan fortune teller. Unhappy in her marriage, Sally develops a crush on her handsome art gallery owner boss, Greg, while Roy, a novelist nervously awaiting the response to his latest manuscript, becomes moonstruck over Dia, a mystery woman who catches his gaze through a nearby window. Despite these characters' attempts to dodge their problems with pipe dreams and impracticable plans, their efforts lead only to heartache, irrationality, and perilous hot water. Taking its title from the prediction fortune tellers use to beguile their marks, You Will Meet a Tall Dark Stranger illustrates with wry humor how easy it is for our illusions to make fools of us all. (Sony Classics)"
3170,Wicker Park,Paul McGuigan,330,43,English,"Drama, Mystery, Thriller, Romance","Intricately moving back and forth in time and revealing the story from each character's perspective, Wicker Park is an intense psychological drama about a man (Hartnett) caught in an obsessive search for a woman he fell deeply in love with -- a woman who then vanished without a trace.  (MGM)"
3171,For Colored Girls,Tyler Perry,330,45,English,Drama,"For Colored Girls brings to the screen Ntozake Shange's Obie Award-winning play, a poetic exploration of what is to be of color and a female in this world. (The Tyler Perry Company)"
3172,King of California,Mike Cahill,330,45,English,"Drama, Comedy","At the age of 16, Miranda has already had to live with her share of disappointments. Abandoned by her mother, she dropped out of school and has been supporting herself as an employee at McDonald's while her father Charlie resides in a mental institution. When Charlie is released and sent back to their home, Miranda finds the relatively peaceful existence she's built for herself completely disrupted. Charlie has become obsessed with the notion that the long-lost treasure of Spanish explorer, Father Juan Florismarte Garces, is buried somewhere near their suburban California housing unit. Armed with a metal detector and a stack of treasure-hunting books, Charlie soon finds reason to believe that the gold resides underneath the local Costco. He then encourages Miranda to get a job there so that they can plan a way to excavate after hours. (First Look Pictures)"
3173,Dolphin Tale,Charles Martin Smith,330,46,unknown,Drama,"Dolphin Tale is inspired by the amazing true story of a brave dolphin and the compassionate strangers who banded together to save her life. Swimming free, a young dolphin is caught in a crab trap, severely damaging her tail. She is rescued and transported to the Clearwater Marine Hospital, where she is named Winter. But her fight for survival has just begun. Without a tail, Winter's prognosis is dire. It will take the expertise of a dedicated marine biologist, the ingenuity of a brilliant prosthetics doctor, and the unwavering devotion of a young boy to bring about a groundbreaking miracle—a miracle that might not only save Winter but could also help scores of people around the world. The real Winter, who plays herself in Dolphin Tale, today serves as a symbol of courage, perseverance and hope to millions of people—both able and disabled—who have been touched by her remarkable story of recovery and rehabilitation. (Warner Bros.)"
3174,Take This Waltz,Sarah Polley,330,48,English,"Drama, Comedy","When Margot, 28, meets Daniel, their chemistry is intense and immediate. But Margot suppresses her sudden attraction; she is happily married to Lou, a cookbook writer. When she learns that Daniel lives across the street from them, the certainty about her domestic life shatters. She and Daniel steal moments throughout the steaming Toronto summer, their eroticism heightened by their restraint. Swelteringly hot, bright and colorful like a bowl of fruit, Take This Waltz leads us, laughing, through the familiar, but uncharted question of what long-term relationships do to love, sex, and our images of ourselves. (Magnet Releasing)"
3175,Death Sentence,James Wan,330,51,English,"Action, Drama, Thriller","Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family. (20th Century Fox)"
3176,Stop-Loss,Kimberly Peirce,330,54,English,"Drama, War","Sgt. Brandon King fought for America. He fought for freedom. He fought for his family. He gave everything, and then he came home to begin his life anew. But now his superiors want more: They want him back. (Paramount Pictures)"
3177,Unfaithful,Adrian Lyne,330,56,English,"Drama, Thriller, Romance","An erotic thriller about the body language of guilt, centering on a couple living in the New York City suburbs whose marriage goes dangerously awry when the wife indulges in an adulterous fling.  (20th Century Fox)"
3178,The Spiderwick Chronicles,Mark Waters,330,59,English,"Adventure, Fantasy, Family","From the beloved best-selling series of books comes The Spiderwick Chronicles, a fantasy adventure for the child in all of us. Peculiar things start to happen the moment the Grace family (Jared, his twin brother Simon, his sister Mallory, and their mom) leaves New York and moves into the secluded old house owned by their great, great uncle Arthur Spiderwick. Unable to explain the strange disappearances and accidents that seem to be happening on a daily basis, the family blames Jared. When he, Simon, and Mallory investigate what's really going on, they uncover the fantastic truth of the Spiderwick estate, as well as the creatures that inhabit it. (Paramount Picture)"
3179,Hostage,Florent Emilio Siri,330,60,English,"Action, Drama, Thriller, Crime","Devastated by an unspeakable tragedy while on the job as a hostage negotiator for the LAPD, Jeff Talley (Willis) resigns and accepts a low profile job as the chief of police in a sleepy town. On a slow Monday morning Talley's job becomes anything but quiet and sets him on a course that could change not only his professional but personal life forever.  (Miramax)"
3180,Beerfest,Jay Chandrasekhar,330,65,English,Comedy,"The Broken Lizard comedy group returns to the big screen in a new comedy that proves revenge, like beer, is best served cold.  (Warner Bros.)"
3181,The Collector,Marcus Dunstan,330,67,English,"Thriller, Horror, Crime","For handyman and ex-con Arkin, a quiet home and a family on vacation is an “opportunity”. For inside the house lies a jeweler’s safe, and inside the safe is a gem – his only hope for repaying a debt to his ex-wife and keeping what’s left of his family intact. Unfortunately for Arkin, inside the house is also a box containing the latest addition to a collection catalogued in blood, bone and tears. As the seconds tick down to midnight, Arkin becomes a reluctant hero trapped by a masked “Collector” in a maze of lethal invention. (Freestyle Releasing)"
3182,From Paris with Love,Pierre Morel,330,67,English,"Action, Thriller, Crime","A personal aide to the U.S. Ambassador in France, James Reese has an enviable life in Paris and a beautiful French girlfriend, but his real passion is his side job as a low-level operative for the CIA.  All James wants is to become a bona fide agent and see some real action.  So when he’s offered his first senior-level assignment, he can’t believe his good luck – until he meets his new partner, special agent Charlie Wax.  A trigger-happy, wisecracking, loose cannon who’s been sent to Paris to stop a terrorist attack, Wax leads James on a white-knuckle shooting spree through the Parisian underworld that has James praying for his desk job.  But when James discovers he’s a target of the same crime ring they’re trying to bust, he realizes there’s no turning back…and that Wax himself might be his only hope for making it through the next forty-eight hours alive. (Lionsgate)"
3183,The Grandmaster,Kar Wai Wong,330,68,Mandarin,"Action, Biography, Drama",The Grandmaster is an epic action feature inspired by the life and times of legendary martial-arts master Ip Man. The story spans the tumultuous Republican era that followed the fall of Chinaâ
3184,Paranoid Park,Gus Van Sant,330,71,English,"Drama, Sport, Mystery, Thriller, Crime","An unsolved murder at Portland's infamous Paranoid Park brings detectives to a local high school, propelling a young skater into a moral odyssey in which he must not only deal with the pain and disconnect of adolescence but also the consequences of his own actions. As director of ""My Own Private Idaho"", ""Good Will Hunting"", ""To Die For"", and ""Elephant"", Gus Van Sant has created some of the most memorable works about youth ever committed to film. At the 2007 Cannes Film Festival, he was awarded the 60th Anniversary Prize for Paranoid Park, which is largely considered one of his finest films. (IFC First Take)"
3185,Sahara,Breck Eisner,330,74,English,"Action, Adventure, Comedy","Clive Cussler's master explorer Dirk Pitt (McConaughey) takes on the adventure of his life when he embarks on a treasure hint through some of the most dangerous regions of West Africa.  Searching for what the locals call ""The Ship of Death,"" a long lost Civil War battleship which protects a secret cargo, Pitt and his wisecracking sidekick (Zahn) use their wits and clever heroics to help Doctor Eva Rojas (Cruz) when they realize the shop may be linked to mysterious deaths in the same area.  (Paramount Pictures)"
3186,My Sister's Keeper,Nick Cassavetes,330,78,English,Drama,"Sara and Brian Fitzgerald's life with their young son and their two-year-old daughter, Kate, is forever altered when they learn that Kate has leukemia. The parents' only hope is to conceive another child, specifically intended to save Kate's life. For some, such genetic engineering would raise both moral and ethical questions; for the Fitzgeralds, Sara in particular, there is no choice but to do whatever it takes to keep Kate alive. And what it takes is Anna. (New Line Cinema)"
3187,Last Vegas,Jon Turteltaub,330,80,English,Comedy,"Last Vegas tells the story of Billy, Paddy, Archie and Sam, best friends since childhood. When Billy, the group's sworn bachelor, finally proposes to his thirty-something (of course) girlfriend, the four head to Las Vegas with a plan to stop acting their age and relive their glory days. However, upon arriving, the four quickly realize that the decades have transformed Sin City and tested their friendship in ways they never imagined.  The Rat Pack may have once played the Sands and Cirque du Soleil may now rule the Strip, but it's these four who are taking over Vegas. [CBS Films]"
3188,Morning Glory,Roger Michell,330,84,English,"Drama, Comedy, Romance","When hard-working TV producer Becky Fuller is fired from a local news program, her career begins to look as bleak as her hapless love life. Stumbling into a job at ""Daybreak"" (the last-place national morning news show), Becky decides to revitalize the show by bringing on legendary TV anchor Mike Pomeroy. Unfortunately, Pomeroy refuses to cover morning show staples like celebrity gossip, weather, fashion and crafts, let alone work with his new co-host, Colleen Peck, a former beauty queen and longtime morning show personality, who is more than happy covering morning ""news."" As Mike and Colleen clash, first behind the scenes and then on the air, Becky's blossoming love affair with fellow producer, Adam Bennett begins to unravel. And soon Becky is struggling to save her relationship, her reputation, her job and ultimately, the show itself. (Paramount Pictures)"
3189,Faster,George Tillman Jr,330,85,English,"Action, Drama, Thriller, Crime","After 10 years in prison, Driver has a singular focus - to avenge the murder of his brother during the botched bank robbery that led to his imprisonment. Now a free man with a deadly to-do list in hand, he's finally on his mission...but with two men on his trail - a veteran cop just days from retirement, and a young egocentric hitman with a flare for the art of killing and a newfound worthy opponent. The hunter is also the hunted. It's a do or die race to the list's finish as the mystery surrounding his brother's murder deepens, and new details emerge along the way hinting that Driver's list may be incomplete. (CBS Films)"
3190,The Guilt Trip,Anne Fletcher,330,61,English,Comedy,An inventor and his mom hit the road together so he can sell his latest invention.
3191,Youth in Revolt,Miguel Arteta,330,93,English,"Drama, Comedy, Romance","Youth in Revolt is the story of Nick Twisp – a unique, but affable teen with a taste for the finer things in life like Sinatra and Fellini – who falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders while on a family vacation. But family, geography and jealous ex-lovers conspire to keep these two apart. With Sheeni’s encouragement, Nick abandons his dull, predictable life and develops a rebellious alter ego: Francois. With his ascot, his moustache and his cigarette, Francois will stop at nothing to be with Sheeni, and leads Nick Twisp on a path of destruction with unpredictable and uproarious consequences. (The Weinstein Company)"
3192,Cheaper by the Dozen,Shawn Levy,330,98,English,"Comedy, Family","A comedy about family, loyalty and priorities.  (20th Century Fox)"
3193,Killer Joe,William Friedkin,330,99,English,"Drama, Thriller, Comedy, Crime","When 22-year-old Chris finds himself in debt to a drug lord, he hires a hit man to dispatch his mother, whose $50,000 life insurance policy benefits his sister Dottie. Chris finds Joe Cooper, a creepy, crazy Dallas cop who moonlights as a contract killer. When Chris can't pay Joe upfront, Joe sets his sight on Dottie as collateral for the job. The contract killer and his hostage develop an unusual bond. Like from a modern-day, twisted fairy tale, ""Killer Joe"" Cooper becomes the prince to Dottie's Cinderella. (LD Entertainment)"
3194,I'm Not There.,Todd Haynes,330,107,English,"Biography, Drama, Music","I'm Not There is a film that dramatizes the life and music of Bob Dylan as a series of shifting personae, each performed by a different actor—poet, prophet, outlaw, fake, star of electricity, rock and roll, martyr born-again Christian—seven identities braided together, seven organs pumping through one life story, as dense and vibrant as the era it inspired. (The Weinstein Company)"
3195,Final Fantasy: The Spirits Within,Hironobu Sakaguchi,330,112,English,"Action, Adventure, Sci-Fi, Thriller, Fantasy, Animation","Set on Earth in the year 2065, an invasion threatens to extinguish the remains of mankind and quite possibly every living creature on the planet. The fate of all life on Earth relies on one woman's determination. But time is running out.  (Columbia Tristar)"
3196,Hannibal,Ridley Scott,330,113,English,"Thriller, Crime","Hannibal continues the story begun in ""The Silence of the Lambs.""  Ten years have passed since Dr. Hannibal Lecter (Hopkins) escaped from custody, ten years since FBI Agent Clarice Starling (Moore) interviewed him in a maximum-security hospital for the criminally insane.  The doctor is now at large in Italy, gloriously at liberty in an unguarded world.  But Starling has never forgotten her encounters with Dr. Lecter -- his cold voice still haunts her dreams.  (Universal Pictures)"
3197,Stoker,Chan-wook Park,330,114,English,"Drama, Mystery, Thriller, Horror",A teenage girl mourning the death of her father deals with an uncle who mysteriously shows up to meet the family.
3198,Land of the Dead,George A. Romero,330,115,English,"Sci-Fi, Thriller, Horror",George A. Romero's long-awaited return to the genre he invented.  (Universal)
3199,The Debt,John Madden,330,119,English,"Drama, Thriller","The Debt is the powerful story of Rachel Singer, a former Mossad agent who endeavored to capture and bring to trial a notorious Nazi war criminal—the Surgeon of Birkenau—in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must go back to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred. (Miramax Films)"
3200,The Punisher,Jonathan Hensleigh,330,120,English,"Action, Drama, Thriller, Crime","Marvel's unstoppable vigilante hits the big screen.  After losing his family in to mob violence, undercover FBI agent and former Marine Frank Castle (Jane) decides to dedicate himself fully to the eradication of crime from America."
3201,Rush Hour 3,Brett Ratner,330,120,English,"Action, Thriller, Comedy, Crime","LAPD Detective James Carter and Chinese Chief Inspector Lee respectively must travel to Paris to battle a wing of the Chinese organized crime family, the Triads.  (New Line Cinema)"
3202,A Very Harold & Kumar Christmas,Todd Strauss-Schulson,330,127,unknown,Comedy,"The new Harold & Kumar comedy picks up six years after the duo's last adventure. After years of growing apart, Harold Lee and Kumar Patel have replaced each other with new friends and are preparing for their respective Yuletide celebrations. But when a mysterious package mistakenly arrives at Kumar's door on Christmas Eve, his attempt to redirect it to Harold's house ends with the ""high grade"" contents—and Harold's father-in-law's prize Christmas tree— going up in smoke. With his in-laws out of the house for the day, Harold decides to cover his tracks, rather than come clean. Reluctantly embarking on another ill-advised journey with Kumar through New York City, their search for the perfect replacement tree almost blows Christmas Eve sky high. (Mew Line Cinema)"
3203,Lee Daniels' The Butler,Lee Daniels,330,136,English,"Biography, Drama, History",Lee Daniels' The Butler looks at the life of a White House butler who served eight presidents from 1952 to 1986 and had a unique front-row seat during a tumultuous period of American history.
3204,Act of Valor,Mike McCoy,330,136,English,"Action, Adventure, Thriller","When a mission to recover a kidnapped CIA operative unexpectedly results in the discovery of an imminent, terrifying global threat, an elite team of highly trained Navy SEALs must immediately embark on a heart-stopping secret operation, the outcome of which will determine the fate of us all. Act of Valor combines stunning combat sequences, up-to-the-minute battlefield technology, and heart-pumping emotion for the ultimate action adventure film–showcasing the skills, training and tenacity of the greatest action heroes of them all: real Navy SEALs. (Relativity Media)"
3205,Burlesque,Steve Antin,330,136,English,"Drama, Romance, Musical","Ali is a small-town girl with a big voice who escapes hardship and an uncertain future to follow her dreams to LA. After stumbling upon The Burlesque Lounge, a majestic but ailing theater that is home to an inspired musical revue, Ali lands a job as a cocktail waitress from Tess, the club’s proprietor and headliner. Burlesque’s outrageous costumes and bold choreography enrapture the young ingenue, who vows to perform there one day. Soon enough, Ali builds a friendship with a featured dancer, finds an enemy in a troubled, jealous performer, and garners the affection of Jack, a bartender and fellow musician. With the help of a sharp-witted stage manager and gender-bending host, Ali makes her way from the bar to the stage. Her spectacular voice restores The Burlesque Lounge to its former glory, though not before a charismatic entrepreneur arrives with an enticing proposal. (Sony Pictures)"
3206,The Texas Chainsaw Massacre,Marcus Nispel,330,144,English,"Thriller, Horror","This thriller recounts the true story of five teenage travelers stranded in a rural Texas town, fighting for their lives against a chainsaw wielding madman and his bizarre extended family.  (New Line Productions)"
